contract_id,date,department,vendor_name,amount,category,description,budget,bidders_count
C0999,2024-06-12,Urban Development,QuickOffice Supplies,10322616,IT Equipment,Purchase of 454 vehicles for government offices,9890222,5
C1000,2024-04-18,IT Department,Auto Parts Ltd,4404772,Medical Supplies,Purchase of 122 laptops for government offices,4548540,3
C1001,2024-06-01,Health,PrimeVendor Corporation,5306933,Furniture,Purchase of 144 laptops for government offices,5403631,5
C1002,2024-06-24,PWD,Digital Solutions Inc,1698719,Furniture,Purchase of 296 vehicles for government offices,1690914,6
C1003,2024-06-30,PWD,PharmaCo Enterprises,9167413,Vehicles,Purchase of 151 laptops for government offices,8720878,7
C1004,2024-01-08,Social Welfare,DataSystems India,5400729,Maintenance,Purchase of 108 furniture for government offices,5481350,5
C1005,2024-01-02,Transport,Digital Solutions Inc,990287,Office Supplies,Purchase of 99 laptops for government offices,1023025,7
C1006,2024-08-03,Education,PharmaCo Enterprises,980283,Vehicles,Purchase of 147 furniture for government offices,958812,4
C1007,2024-01-09,Social Welfare,Auto Parts Ltd,1901251,Vehicles,Purchase of 382 vehicles for government offices,2020665,6
C1008,2024-06-29,Social Welfare,PharmaCo Enterprises,4784754,Construction,Purchase of 140 vehicles for government offices,5021410,3
C1009,2024-10-10,Health,BuildCo Infrastructure,9307628,Medical Supplies,Purchase of 374 medicines for government offices,9187128,6
C1010,2024-02-15,Urban Development,HealthFirst Products,10797490,IT Equipment,Purchase of 328 laptops for government offices,10403141,7
C1011,2024-12-07,Transport,SmartCity Developers,4317806,Infrastructure,Purchase of 245 laptops for government offices,4537990,7
C1012,2024-03-04,Transport,HealthFirst Products,4619402,Services,Purchase of 53 medicines for government offices,4881111,6
C1013,2024-05-17,Education,PrimeVendor Corporation,1784438,Furniture,Purchase of 394 desks for government offices,1904615,6
C1014,2024-01-17,Social Welfare,QuickOffice Supplies,2600000,Maintenance,Immediate procurement of equipment for department,1751738,1
C1015,2024-07-19,Social Welfare,Digital Solutions Inc,5242824,Construction,Purchase of 269 desks for government offices,5526844,7
C1016,2024-07-25,Social Welfare,SmartCity Developers,8475330,Services,Purchase of 308 laptops for government offices,8306044,4
C1017,2024-10-10,PWD,ABC Technologies Pvt Ltd,1722257,Maintenance,Purchase of 55 furniture for government offices,1657025,6
C1018,2024-02-10,Agriculture,Medicare Corporation,511350,Office Supplies,Purchase of 374 furniture for government offices,494460,6
C1019,2024-11-30,Education,DataSystems India,1716297,Medical Supplies,Purchase of 444 medicines for government offices,1818003,6
C1020,2024-03-14,PWD,DataSystems India,10600817,Services,Purchase of 112 laptops for government offices,10223651,7
C1021,2024-04-02,Urban Development,GreenTech Industries,13800000,IT Equipment,Critical procurement of laptops for department,9322023,1
C1022,2024-07-30,PWD,DataSystems India,900000,IT Equipment,Critical procurement of equipment for department,477435,1
C1023,2024-04-01,Education,Medicare Corporation,10564426,Maintenance,Purchase of 227 vehicles for government offices,10197174,5
C1024,2024-05-10,Transport,SmartCity Developers,981833,Vehicles,Purchase of 312 desks for government offices,1001149,7
C1025,2024-02-28,Urban Development,QuickOffice Supplies,449130,Medical Supplies,Purchase of 187 medicines for government offices,439504,4
C1026,2024-06-27,Transport,DataSystems India,1880226,Construction,Purchase of 312 vehicles for government offices,1983960,6
C1027,2024-04-11,Transport,Digital Solutions Inc,2177122,Infrastructure,Purchase of 209 desks for government offices,2097387,7
C1028,2024-08-09,Social Welfare,Auto Parts Ltd,4894494,Office Supplies,Purchase of 368 laptops for government offices,4822631,5
C1029,2024-10-17,Social Welfare,DataSystems India,467410,Maintenance,Purchase of 179 servers for government offices,498085,7
C1030,2024-06-29,Health,QuickOffice Supplies,426985,Vehicles,Purchase of 233 desks for government offices,423547,4
C1031,2024-07-09,Transport,EduSupply Solutions,1673382,Vehicles,Purchase of 417 medicines for government offices,1659018,3
C1032,2024-04-29,IT Department,Digital Solutions Inc,4425421,Medical Supplies,Purchase of 102 servers for government offices,4326215,4
C1033,2024-10-20,Education,GreenTech Industries,5023197,Infrastructure,Purchase of 151 desks for government offices,5056233,5
C1034,2024-09-12,Social Welfare,QuickOffice Supplies,4200000,IT Equipment,Immediate procurement of vehicles for department,1864212,1
C1035,2024-05-25,Education,PrimeVendor Corporation,29800000,Maintenance,Urgent procurement of furniture for department,20083102,1
C1036,2024-09-27,Agriculture,GreenTech Industries,800000,Vehicles,Immediate procurement of supplies for department,343724,2
C1037,2024-07-23,Health,SmartCity Developers,4400000,Vehicles,Critical procurement of furniture for department,1855868,1
C1038,2024-11-12,Transport,Medicare Corporation,1500000,Medical Supplies,Immediate procurement of furniture for department,633602,1
C1039,2024-04-07,IT Department,PrimeVendor Corporation,2089688,IT Equipment,Purchase of 402 laptops for government offices,2131236,3
C1040,2024-02-26,PWD,TechCorp Services,3200000,Infrastructure,Immediate procurement of equipment for department,1608688,2
C1041,2024-03-02,Health,HealthFirst Products,1025910,Maintenance,Purchase of 376 vehicles for government offices,1093018,6
C1042,2024-05-03,IT Department,GreenTech Industries,5464524,Services,Purchase of 165 laptops for government offices,5419979,6
C1043,2024-12-30,Urban Development,ABC Technologies Pvt Ltd,27500000,Office Supplies,Emergency procurement of laptops for department,13015265,1
C1044,2024-01-07,Agriculture,GreenTech Industries,5227767,Services,Purchase of 224 desks for government offices,5094089,3
C1045,2024-12-28,Social Welfare,EduSupply Solutions,1054342,Maintenance,Purchase of 162 medicines for government offices,1016107,4
C1046,2024-04-13,Health,Medicare Corporation,820591,Infrastructure,Purchase of 495 servers for government offices,824695,5
C1047,2024-02-24,Urban Development,PharmaCo Enterprises,804976,Services,Purchase of 64 vehicles for government offices,812953,5
C1048,2024-03-01,Agriculture,ABC Technologies Pvt Ltd,453164,Infrastructure,Purchase of 307 vehicles for government offices,442998,6
C1049,2024-05-19,Transport,Auto Parts Ltd,497293,Construction,Purchase of 149 medicines for government offices,519750,6
C1050,2024-10-31,Health,QuickOffice Supplies,9480848,Medical Supplies,Purchase of 380 desks for government offices,9541179,3
C1051,2024-01-28,Social Welfare,Auto Parts Ltd,8798534,Furniture,Purchase of 191 desks for government offices,8433924,3
C1052,2024-02-21,IT Department,Digital Solutions Inc,1897102,Services,Purchase of 227 furniture for government offices,1844426,4
C1053,2024-01-02,Agriculture,Urban Builders,28600000,Medical Supplies,Urgent procurement of equipment for department,16787593,1
C1054,2024-03-26,Education,Medicare Corporation,4212750,Services,Purchase of 269 medicines for government offices,4009086,6
C1055,2024-02-09,Transport,EduSupply Solutions,489100,Medical Supplies,Purchase of 50 vehicles for government offices,526291,7
C1056,2024-01-24,PWD,GreenTech Industries,10040138,Construction,Purchase of 318 servers for government offices,9917503,4
C1057,2024-02-18,Agriculture,EduSupply Solutions,4300000,IT Equipment,Critical procurement of supplies for department,2703803,1
C1058,2024-06-29,IT Department,Urban Builders,2134823,Maintenance,Purchase of 297 laptops for government offices,2243033,7
C1059,2024-11-23,Education,QuickOffice Supplies,13900000,Furniture,Immediate procurement of furniture for department,8322706,1
C1060,2024-07-03,Urban Development,PrimeVendor Corporation,429076,Maintenance,Purchase of 190 furniture for government offices,460881,3
C1061,2024-03-30,Transport,ABC Technologies Pvt Ltd,2132796,Maintenance,Purchase of 191 medicines for government offices,2134573,6
C1062,2024-12-25,IT Department,BuildCo Infrastructure,8368883,IT Equipment,Purchase of 455 medicines for government offices,8815725,7
C1063,2024-09-12,PWD,DataSystems India,939895,Infrastructure,Purchase of 369 servers for government offices,911256,5
C1064,2024-05-27,Urban Development,DataSystems India,3000000,IT Equipment,Emergency procurement of laptops for department,1256143,1
C1065,2024-08-08,PWD,BuildCo Infrastructure,407485,Services,Purchase of 452 servers for government offices,394406,5
C1066,2024-03-14,Urban Development,PrimeVendor Corporation,929615,Vehicles,Purchase of 162 laptops for government offices,994105,5
C1067,2024-05-07,IT Department,Medicare Corporation,4633844,Furniture,Purchase of 183 medicines for government offices,4984616,3
C1068,2024-12-13,Transport,DataSystems India,8417529,Services,Purchase of 119 vehicles for government offices,8836686,5
C1069,2024-02-13,Urban Development,Digital Solutions Inc,4818746,Vehicles,Purchase of 99 desks for government offices,4813327,6
C1070,2024-09-14,Education,PrimeVendor Corporation,1881027,Maintenance,Purchase of 260 vehicles for government offices,1891555,6
C1071,2024-01-14,Agriculture,Medicare Corporation,4132643,Maintenance,Purchase of 452 desks for government offices,4001539,5
C1072,2024-10-16,Urban Development,GreenTech Industries,513300,Maintenance,Purchase of 393 laptops for government offices,513836,6
C1073,2024-08-23,Health,SmartCity Developers,408203,Services,Purchase of 220 servers for government offices,431832,3
C1074,2024-10-16,Education,Digital Solutions Inc,2118588,Office Supplies,Purchase of 395 servers for government offices,2046105,7
C1075,2024-09-21,IT Department,Digital Solutions Inc,4204604,IT Equipment,Purchase of 204 furniture for government offices,4483608,4
C1076,2024-09-05,Health,QuickOffice Supplies,834412,Office Supplies,Purchase of 500 laptops for government offices,792695,7
C1077,2024-02-23,Urban Development,Medicare Corporation,9331447,Office Supplies,Purchase of 203 vehicles for government offices,8932386,3
C1078,2024-10-06,PWD,Urban Builders,10043961,IT Equipment,Purchase of 113 vehicles for government offices,10663781,7
C1079,2024-04-04,Urban Development,DataSystems India,851232,Services,Purchase of 152 vehicles for government offices,890743,7
C1080,2024-12-07,Urban Development,Auto Parts Ltd,22300000,Furniture,Critical procurement of laptops for department,13443617,2
C1081,2024-03-16,Urban Development,ABC Technologies Pvt Ltd,8400000,Vehicles,Emergency procurement of vehicles for department,4341852,1
C1082,2024-03-12,Transport,PharmaCo Enterprises,4415356,Maintenance,Purchase of 306 servers for government offices,4758111,5
C1083,2024-07-18,PWD,DataSystems India,996775,Services,Purchase of 223 vehicles for government offices,992531,7
C1084,2024-07-20,Agriculture,TechCorp Services,10300000,Vehicles,Immediate procurement of equipment for department,5590667,1
C1085,2024-10-26,Health,EduSupply Solutions,4101354,Infrastructure,Purchase of 168 laptops for government offices,3912026,4
C1086,2024-06-14,Health,ABC Technologies Pvt Ltd,831629,Services,Purchase of 436 vehicles for government offices,885267,6
C1087,2024-02-28,Health,Digital Solutions Inc,1000000,Infrastructure,Urgent procurement of supplies for department,553867,1
C1088,2024-07-12,IT Department,QuickOffice Supplies,9669404,Office Supplies,Purchase of 274 furniture for government offices,9431955,6
C1089,2024-03-23,Health,QuickOffice Supplies,10426016,IT Equipment,Purchase of 62 furniture for government offices,10165349,7
C1090,2024-03-12,Urban Development,QuickOffice Supplies,2064631,Office Supplies,Purchase of 224 desks for government offices,2113930,3
C1091,2024-10-19,Health,EduSupply Solutions,9056318,Furniture,Purchase of 486 desks for government offices,9331650,7
C1092,2024-11-16,Health,EduSupply Solutions,485372,Office Supplies,Purchase of 202 laptops for government offices,469129,7
C1093,2024-01-27,Social Welfare,Digital Solutions Inc,1613525,Vehicles,Purchase of 474 medicines for government offices,1705129,5
C1094,2024-02-04,IT Department,Auto Parts Ltd,1090434,IT Equipment,Purchase of 173 servers for government offices,1046512,7
C1095,2024-10-06,Education,PharmaCo Enterprises,487415,Furniture,Purchase of 384 laptops for government offices,522411,5
C1096,2024-05-13,Education,QuickOffice Supplies,420893,Infrastructure,Purchase of 437 furniture for government offices,429782,5
C1097,2024-02-07,Social Welfare,TechCorp Services,10712971,Medical Supplies,Purchase of 227 laptops for government offices,11156507,3
C1098,2024-10-09,Transport,Urban Builders,881152,Vehicles,Purchase of 304 servers for government offices,841875,3
C1099,2024-08-08,Social Welfare,Urban Builders,806432,IT Equipment,Purchase of 323 servers for government offices,771913,4
C1100,2024-10-09,PWD,BuildCo Infrastructure,5148522,Infrastructure,Purchase of 409 vehicles for government offices,5356559,6
C1101,2024-03-01,Health,TechCorp Services,1811073,IT Equipment,Purchase of 171 desks for government offices,1801304,3
C1102,2024-04-26,Transport,SmartCity Developers,9704145,IT Equipment,Purchase of 497 furniture for government offices,10469045,3
C1103,2024-02-09,PWD,TechCorp Services,8800000,Furniture,Urgent procurement of supplies for department,3657913,1
C1104,2024-09-02,Agriculture,PrimeVendor Corporation,411456,Office Supplies,Purchase of 303 furniture for government offices,441075,4
C1105,2024-08-15,Agriculture,Digital Solutions Inc,2068125,Maintenance,Purchase of 319 medicines for government offices,2043408,4
C1106,2024-09-14,Transport,PrimeVendor Corporation,5700000,Construction,Immediate procurement of laptops for department,3487188,2
C1107,2024-09-23,Urban Development,Urban Builders,8632308,Infrastructure,Purchase of 68 desks for government offices,8618588,4
C1108,2024-02-28,IT Department,SmartCity Developers,900000,Furniture,Emergency procurement of laptops for department,549218,1
C1109,2024-09-10,Social Welfare,HealthFirst Products,10300000,IT Equipment,Critical procurement of equipment for department,4292365,1
C1110,2024-12-04,IT Department,GreenTech Industries,10288988,Office Supplies,Purchase of 436 medicines for government offices,11028139,7
